Right Knee,Left Knee,Right Ankle,Left Ankle,Right Heel,Left Heel,Right Foot Index,Left Foot Index,Pose ID
"(0.35954800248146057, 0.40510445833206177, 0.059675149619579315, 0.9999623894691467, 0.9999995231628418)","(0.42156070470809937, 0.3890717327594757, -0.059918321669101715, 0.9999829530715942, 0.9999995231628418)","(0.47486644983291626, 0.533462405204773, 0.2549080550670624, 0.5312119722366333, 0.9999841451644897)","(0.552495002746582, 0.48303544521331787, -0.077567920088768, 0.8906724452972412, 0.9999934434890747)","(0.5738425254821777, 0.6454395651817322, 0.23199692368507385, 0.597363293170929, 0.9998481273651123)","(0.664064884185791, 0.6254304051399231, -0.14651766419410706, 0.8154932856559753, 0.9999161958694458)","(0.5772022008895874, 0.6762389540672302, 0.22288993000984192, 0.7866962552070618, 0.9995049238204956)","(0.6682817935943604, 0.6547167897224426, -0.15620946884155273, 0.8297168612480164, 0.9998335838317871)",27
"(0.3401716351509094, 0.4038677215576172, 0.048849962651729584, 0.9999649524688721, 0.9999986886978149)","(0.4043562412261963, 0.3804396390914917, -0.04924260452389717, 0.9999836683273315, 0.9999983310699463)","(0.46255946159362793, 0.5339981317520142, 0.21851038932800293, 0.5738008618354797, 0.9999102354049683)","(0.5215930938720703, 0.4461621940135956, 0.018146628513932228, 0.9012037515640259, 0.9999493360519409)","(0.5695878267288208, 0.6464143395423889, 0.21025444567203522, 0.6356291174888611, 0.999388575553894)","(0.5852575898170471, 0.5107940435409546, 0.027522629126906395, 0.8328151702880859, 0.9998061060905457)","(0.5771832466125488, 0.6741831302642822, 0.20179659128189087, 0.8068801760673523, 0.9981189370155334)","(0.5787867903709412, 0.5259555578231812, 0.03007415682077408, 0.8457736968994141, 0.9997335076332092)",27
"(0.3335467576980591, 0.4064950942993164, 0.04909540340304375, 0.9999657273292542, 0.9999971389770508)","(0.39183861017227173, 0.3811785578727722, -0.049506738781929016, 0.9999827742576599, 0.9999971389770508)","(0.45172324776649475, 0.5386375784873962, 0.266827791929245, 0.5929346084594727, 0.9999376535415649)","(0.4825918972492218, 0.4206407070159912, 0.1501266211271286, 0.8653912544250488, 0.999953031539917)","(0.564853847026825, 0.6462932825088501, 0.3833434581756592, 0.6569026112556458, 0.9996888637542725)","(0.49452269077301025, 0.45082080364227295, 0.40540415048599243, 0.7835935950279236, 0.9999270439147949)","(0.5761919021606445, 0.6723809838294983, 0.39104077219963074, 0.8184621930122375, 0.9991635084152222)","(0.48309144377708435, 0.4574507772922516, 0.4331202507019043, 0.811456561088562, 0.9999254941940308)",27
"(0.3324575126171112, 0.40761303901672363, 0.05562407895922661, 0.9999644756317139, 0.9999943971633911)","(0.39326974749565125, 0.38367772102355957, -0.056104179471731186, 0.9999809265136719, 0.9999954700469971)","(0.45225459337234497, 0.5440213680267334, 0.25508734583854675, 0.5988012552261353, 0.9997058510780334)","(0.47609418630599976, 0.3936912417411804, 0.08371920883655548, 0.8515322804450989, 0.9998970031738281)","(0.5599887371063232, 0.6460330486297607, 0.30806460976600647, 0.6678614020347595, 0.9981527924537659)","(0.4741979241371155, 0.4472210705280304, 0.20439760386943817, 0.7482916116714478, 0.9996899366378784)","(0.5743989944458008, 0.6702737808227539, 0.308883935213089, 0.8268205523490906, 0.9946910738945007)","(0.45710715651512146, 0.45731955766677856, 0.21847322583198547, 0.7859203815460205, 0.9995878338813782)",27
"(0.5458565950393677, 0.3454400300979614, 0.06209946796298027, 0.9999859929084778, 0.9999886751174927)","(0.5816587209701538, 0.3329427242279053, -0.06223881244659424, 0.999984622001648, 0.999970555305481)","(0.6159027814865112, 0.41578784584999084, 0.224974125623703, 0.5773811936378479, 0.9999266862869263)","(0.6659145951271057, 0.38191235065460205, -0.03534408658742905, 0.9104005694389343, 0.9998401403427124)","(0.6659464836120605, 0.466773122549057, 0.338882714509964, 0.748805820941925, 0.9994412064552307)","(0.6361135244369507, 0.413357675075531, 0.06603406369686127, 0.8579389452934265, 0.9996180534362793)","(0.6715027689933777, 0.47883954644203186, 0.34726205468177795, 0.857908308506012, 0.9987595081329346)","(0.623201847076416, 0.4171586036682129, 0.07911308854818344, 0.868287980556488, 0.999626874923706)",28
"(0.5555623173713684, 0.34941381216049194, 0.06199059262871742, 0.9999858140945435, 0.9999985694885254)","(0.59101402759552, 0.3333677351474762, -0.062155503779649734, 0.9999852180480957, 0.999998927116394)","(0.6206746101379395, 0.39372876286506653, 0.2913554310798645, 0.5728636980056763, 0.9999889135360718)","(0.6678869128227234, 0.3747504651546478, 0.0870552659034729, 0.9167491793632507, 0.9999892711639404)","(0.6688020825386047, 0.46346423029899597, 0.4487360119819641, 0.7614070177078247, 0.9999734163284302)","(0.7173871994018555, 0.4393928647041321, 0.22811460494995117, 0.8705854415893555, 0.9999502897262573)","(0.6724891662597656, 0.4763983488082886, 0.4604763686656952, 0.8566381335258484, 0.9999309778213501)","(0.7176119089126587, 0.45442691445350647, 0.24216154217720032, 0.8785235285758972, 0.9999470710754395)",28
"(0.5587424635887146, 0.33934924006462097, 0.06884472072124481, 0.9999840259552002, 0.9999983310699463)","(0.5901527404785156, 0.33059772849082947, -0.06903930008411407, 0.9999845623970032, 0.999998927116394)","(0.6249732971191406, 0.38931936025619507, 0.27028027176856995, 0.59348464012146, 0.9999839067459106)","(0.654876708984375, 0.36555737257003784, 0.11986148357391357, 0.9163358807563782, 0.9999839067459106)","(0.664386510848999, 0.4545650780200958, 0.4107097089290619, 0.7792925834655762, 0.9999511241912842)","(0.7021733522415161, 0.40126699209213257, 0.308908611536026, 0.8775132298469543, 0.999974250793457)","(0.6682649254798889, 0.46796032786369324, 0.42414209246635437, 0.8621600866317749, 0.9998297691345215)","(0.7041491270065308, 0.4151470363140106, 0.3262350261211395, 0.881758451461792, 0.9999741315841675)",28
"(0.559562087059021, 0.31184643507003784, 0.0725134089589119, 0.9999801516532898, 0.9999936819076538)","(0.5886252522468567, 0.31104081869125366, -0.07265730202198029, 0.9999843835830688, 0.9999974966049194)","(0.6214789748191833, 0.3592604398727417, 0.292169988155365, 0.5528608560562134, 0.9995456337928772)","(0.6250617504119873, 0.36615699529647827, 0.02833760343492031, 0.914258599281311, 0.9998936653137207)","(0.6289790272712708, 0.39510446786880493, 0.475180059671402, 0.7466191649436951, 0.9998064637184143)","(0.6599048972129822, 0.4454459846019745, 0.1213226243853569, 0.8851025104522705, 0.9996898174285889)","(0.6288895010948181, 0.40267834067344666, 0.49015161395072937, 0.8244445323944092, 0.9995922446250916)","(0.6632395386695862, 0.46108368039131165, 0.12892493605613708, 0.880261242389679, 0.9996181726455688)",28
"(0.579624593257904, 0.29363003373146057, 0.09310965240001678, 0.9999752640724182, 0.9999920129776001)","(0.5652027130126953, 0.3007047474384308, -0.09319406747817993, 0.999973475933075, 0.999967098236084)","(0.6160704493522644, 0.36222031712532043, 0.1896115392446518, 0.5516334772109985, 0.9999691247940063)","(0.6043482422828674, 0.3354947566986084, -0.18837516009807587, 0.9098522663116455, 0.9997503161430359)","(0.6400384306907654, 0.43755868077278137, 0.3017440438270569, 0.7616950869560242, 0.999852180480957)","(0.6203511953353882, 0.3969283103942871, -0.016368918120861053, 0.8680891394615173, 0.9998481273651123)","(0.6345147490501404, 0.4513283371925354, 0.3067886531352997, 0.8128685355186462, 0.9994198083877563)","(0.6194009780883789, 0.4045621156692505, -0.0013542395317927003, 0.8312426805496216, 0.9998359680175781)",28
"(0.45670315623283386, 0.31144505739212036, 0.06196155026555061, 0.9999696612358093, 0.9999967813491821)","(0.5007821917533875, 0.3037121593952179, -0.06222046539187431, 0.9999743700027466, 0.9999898672103882)","(0.5278934836387634, 0.3471681773662567, 0.3844622075557709, 0.6214635372161865, 0.9999449253082275)","(0.5507878065109253, 0.371979296207428, 0.12195886671543121, 0.8822863698005676, 0.9997925162315369)","(0.5537668466567993, 0.39095067977905273, 0.6431963443756104, 0.6725547909736633, 0.9999027252197266)","(0.5814095139503479, 0.44612181186676025, 0.29396557807922363, 0.8875575661659241, 0.9987213015556335)","(0.5477754473686218, 0.39377638697624207, 0.6672308444976807, 0.7612312436103821, 0.99977046251297)","(0.5837787985801697, 0.4663139581680298, 0.311951607465744, 0.8643060922622681, 0.9985201954841614)",29
"(0.4759625792503357, 0.32356488704681396, 0.06259053200483322, 0.9999698996543884, 0.9999901056289673)","(0.5199887156486511, 0.3074396550655365, -0.06280945241451263, 0.9999726414680481, 0.999968409538269)","(0.5439202189445496, 0.38025516271591187, 0.3343921899795532, 0.5774995684623718, 0.9999086856842041)","(0.605131208896637, 0.37200167775154114, 0.04851166158914566, 0.8711517453193665, 0.9997180104255676)","(0.6057219505310059, 0.45477095246315, 0.46381208300590515, 0.659823477268219, 0.9997385144233704)","(0.6236492395401001, 0.44830122590065, 0.13188421726226807, 0.8756860494613647, 0.9992280006408691)","(0.6090826988220215, 0.4677141606807709, 0.4693771004676819, 0.7566748857498169, 0.9993269443511963)","(0.6162165403366089, 0.46347227692604065, 0.13898803293704987, 0.8504383563995361, 0.998957633972168)",29
"(0.47842875123023987, 0.3214689791202545, 0.03859074041247368, 0.9999722838401794, 0.9999997615814209)","(0.5191589593887329, 0.30184581875801086, -0.03881445154547691, 0.9999748468399048, 0.9999996423721313)","(0.5484042167663574, 0.3913098871707916, 0.2508523166179657, 0.6160305738449097, 0.9999921321868896)","(0.594305157661438, 0.35903337597846985, -0.0060025774873793125, 0.8839424252510071, 0.9999936819076538)","(0.6062747836112976, 0.4672366678714752, 0.30640459060668945, 0.6919209361076355, 0.9999716281890869)","(0.66941899061203, 0.4132097661495209, -0.03946257010102272, 0.8879280090332031, 0.9999762773513794)","(0.6124375462532043, 0.48329728841781616, 0.3092782497406006, 0.7790772914886475, 0.9999279975891113)","(0.6724220514297485, 0.4447108805179596, -0.041889842599630356, 0.8650602698326111, 0.9999659061431885)",29
"(0.4721474349498749, 0.29016220569610596, 0.08281999081373215, 0.9999710321426392, 0.9999978542327881)","(0.5049908757209778, 0.27843382954597473, -0.08310787379741669, 0.9999749064445496, 0.9999982118606567)","(0.5427154302597046, 0.3571321964263916, 0.20822754502296448, 0.5964105129241943, 0.9998587369918823)","(0.5723510384559631, 0.33563345670700073, 0.0025942062493413687, 0.8897788524627686, 0.9999076128005981)","(0.5999200344085693, 0.46818986535072327, 0.25919342041015625, 0.6856434941291809, 0.9994827508926392)","(0.6453086733818054, 0.4012477397918701, 0.003696851432323456, 0.893008291721344, 0.9995573163032532)","(0.6045351028442383, 0.48882821202278137, 0.2592945694923401, 0.7701867818832397, 0.9983826875686646)","(0.6486950516700745, 0.4212808609008789, 0.015186541713774204, 0.8690308928489685, 0.9994470477104187)",29
"(0.47013580799102783, 0.26988205313682556, 0.09658423066139221, 0.9999704360961914, 0.9999990463256836)","(0.4889965057373047, 0.2775564193725586, -0.09677151590585709, 0.999975860118866, 0.999998927116394)","(0.5044487714767456, 0.32179945707321167, 0.38547542691230774, 0.5384243726730347, 0.9998857975006104)","(0.5138313174247742, 0.3588202893733978, 0.03904249519109726, 0.868538498878479, 0.9999120235443115)","(0.48988795280456543, 0.3561842441558838, 0.6409200429916382, 0.6217218041419983, 0.9998539686203003)","(0.5804298520088196, 0.46248388290405273, 0.15816980600357056, 0.8858999609947205, 0.9988846182823181)","(0.4842608571052551, 0.3642013967037201, 0.6644709706306458, 0.7043678164482117, 0.9996610879898071)","(0.5780467391014099, 0.48123395442962646, 0.16961485147476196, 0.8433840870857239, 0.9983747005462646)",29
"(0.4873199462890625, 0.3761043846607208, 0.0993310958147049, 0.9999914765357971, 0.9999991655349731)","(0.5222464203834534, 0.37636294960975647, -0.09948417544364929, 0.9999930262565613, 0.999998927116394)","(0.5661848187446594, 0.42960110306739807, 0.2836308479309082, 0.7136003971099854, 0.999984622001648)","(0.6206362843513489, 0.4192439615726471, -0.06434391438961029, 0.9833019971847534, 0.9999872446060181)","(0.6010907888412476, 0.5236709713935852, 0.3867419958114624, 0.8203265070915222, 0.9999351501464844)","(0.6257821917533875, 0.529661238193512, 0.020385311916470528, 0.9658682346343994, 0.999874472618103)","(0.5948246717453003, 0.5462832450866699, 0.39366045594215393, 0.9111059904098511, 0.9998162388801575)","(0.6144903302192688, 0.5481290221214294, 0.03023245930671692, 0.9452306032180786, 0.9998350143432617)",30
"(0.48534584045410156, 0.36683598160743713, 0.10046099871397018, 0.9999872446060181, 0.9999986886978149)","(0.513237476348877, 0.3745190501213074, -0.10050385445356369, 0.9999909996986389, 0.9999986886978149)","(0.5668564438819885, 0.42582371830940247, 0.2509620785713196, 0.6975069642066956, 0.9999779462814331)","(0.6035152077674866, 0.41377702355384827, -0.08966483175754547, 0.9833972454071045, 0.9999892711639404)","(0.5977058410644531, 0.524052619934082, 0.31146445870399475, 0.8143270015716553, 0.9999057054519653)","(0.6811676621437073, 0.48934948444366455, -0.06844498217105865, 0.9676110148429871, 0.9999310970306396)","(0.594623863697052, 0.5444782376289368, 0.31407299637794495, 0.9053872227668762, 0.9996851682662964)","(0.6874290108680725, 0.5172713994979858, -0.06647991389036179, 0.9490659832954407, 0.9999091625213623)",30
"(0.4758366644382477, 0.35122111439704895, 0.11098305881023407, 0.9999858736991882, 0.9999992847442627)","(0.4937427341938019, 0.36798644065856934, -0.11090584099292755, 0.9999909400939941, 0.9999992847442627)","(0.5632550716400146, 0.3992808759212494, 0.3706471920013428, 0.6341701745986938, 0.9999716281890869)","(0.5766834020614624, 0.4180634319782257, -0.043328337371349335, 0.9779147505760193, 0.9999780654907227)","(0.5963321328163147, 0.47240421175956726, 0.6129417419433594, 0.7528157234191895, 0.9999114274978638)","(0.6082745790481567, 0.5211448073387146, 0.13801135122776031, 0.9603809118270874, 0.9998551607131958)","(0.5948021411895752, 0.48731645941734314, 0.6343300342559814, 0.8496581315994263, 0.9998164772987366)","(0.6081796884536743, 0.5392928719520569, 0.1563679724931717, 0.9383992552757263, 0.9998564720153809)",30
"(0.4731362462043762, 0.3478502333164215, 0.11556048691272736, 0.9999833106994629, 0.9999979734420776)","(0.4876565933227539, 0.3644804358482361, -0.11548355966806412, 0.9999906420707703, 0.9999979734420776)","(0.5681722164154053, 0.3912893235683441, 0.35096728801727295, 0.5862768888473511, 0.9999834299087524)","(0.5725440979003906, 0.41852834820747375, -0.07139838486909866, 0.9790551066398621, 0.999988317489624)","(0.6395346522331238, 0.43564537167549133, 0.5910979509353638, 0.7310006022453308, 0.999930739402771)","(0.5963450074195862, 0.5280135273933411, 0.11425575613975525, 0.9624471068382263, 0.9998840093612671)","(0.640162467956543, 0.4483189284801483, 0.6121716499328613, 0.8364190459251404, 0.9998524188995361)","(0.5932843089103699, 0.5436291694641113, 0.13375872373580933, 0.9413225650787354, 0.9998718500137329)",30
"(0.47428274154663086, 0.32723501324653625, 0.12813866138458252, 0.9999806880950928, 0.9999982118606567)","(0.4766635000705719, 0.3540785312652588, -0.1280650496482849, 0.999989926815033, 0.9999970197677612)","(0.5672174096107483, 0.3512411415576935, 0.3152761459350586, 0.5409203171730042, 0.9999938011169434)","(0.5664748549461365, 0.3942403793334961, -0.37411943078041077, 0.9809768795967102, 0.9999980926513672)","(0.6313003301620483, 0.4245774745941162, 0.5187291502952576, 0.7294123768806458, 0.9999731779098511)","(0.5744835138320923, 0.5240420699119568, -0.29438310861587524, 0.9658229351043701, 0.9999879598617554)","(0.6277285218238831, 0.4433138966560364, 0.5322845578193665, 0.8305959701538086, 0.9999376535415649)","(0.5644385814666748, 0.5396804213523865, -0.28530892729759216, 0.9453094005584717, 0.9999748468399048)",30
"(0.4918035864830017, 0.517784833908081, 0.11157457530498505, 0.9998645782470703, 0.9999991655349731)","(0.5070229768753052, 0.5142830014228821, -0.11172760277986526, 0.9998618960380554, 0.999997615814209)","(0.5867189764976501, 0.583325207233429, 0.18739092350006104, 0.7487053871154785, 0.9999861717224121)","(0.5982305407524109, 0.5988191962242126, -0.08645116537809372, 0.9647141098976135, 0.9999532699584961)","(0.6144586801528931, 0.7287204265594482, 0.2466103434562683, 0.866310715675354, 0.99989914894104)","(0.6184431910514832, 0.7456333637237549, -0.0076532806269824505, 0.9058507084846497, 0.99962317943573)","(0.6162628531455994, 0.7655532956123352, 0.24860265851020813, 0.900783360004425, 0.999736487865448)","(0.6041905879974365, 0.7818344831466675, -0.0009955907007679343, 0.8806145787239075, 0.9996384382247925)",31
"(0.49094805121421814, 0.5327165126800537, 0.08311807364225388, 0.9998770356178284, 0.9999995231628418)","(0.5153383016586304, 0.5205525755882263, -0.08322171121835709, 0.9998749494552612, 0.9999994039535522)","(0.5719937682151794, 0.6038796901702881, 0.1695205718278885, 0.7539117932319641, 0.9999985694885254)","(0.6024904847145081, 0.5982102751731873, -0.0694255456328392, 0.9681415557861328, 0.9999982118606567)","(0.6312130093574524, 0.7495701313018799, 0.2396765500307083, 0.8759175539016724, 0.9999830722808838)","(0.6819794774055481, 0.7084459066390991, -0.05201783776283264, 0.9151618480682373, 0.9999819993972778)","(0.6346856355667114, 0.7757566571235657, 0.23925094306468964, 0.9086384177207947, 0.9999395608901978)","(0.6883046627044678, 0.7374931573867798, -0.05046890303492546, 0.8924521207809448, 0.9999750852584839)",31
"(0.4996507167816162, 0.5050815343856812, 0.08601581305265427, 0.9998856782913208, 0.9999982118606567)","(0.5012217164039612, 0.5184738039970398, -0.08614721149206161, 0.9998852610588074, 0.9999966621398926)","(0.5800990462303162, 0.5802078247070312, 0.15684880316257477, 0.6821430325508118, 0.9999730587005615)","(0.5852078795433044, 0.5986328721046448, -0.15772153437137604, 0.9603216648101807, 0.9999747276306152)","(0.6294172406196594, 0.6812728047370911, 0.259886234998703, 0.8094921708106995, 0.9998489618301392)","(0.6330270171165466, 0.7521717548370361, -0.13107411563396454, 0.9139902591705322, 0.999858021736145)","(0.6317929625511169, 0.7081834673881531, 0.26563575863838196, 0.8394747972488403, 0.999550998210907)","(0.6365347504615784, 0.7780807018280029, -0.12959794700145721, 0.8742937445640564, 0.9997544884681702)",31
"(0.4880087375640869, 0.5168002247810364, 0.09974362701177597, 0.9998877048492432, 0.9999864101409912)","(0.49270156025886536, 0.5098108053207397, -0.10007664561271667, 0.9998812675476074, 0.9999567270278931)","(0.5693132281303406, 0.6062992215156555, 0.10602346062660217, 0.6615604162216187, 0.9999412298202515)","(0.5810853242874146, 0.5415025353431702, -0.0310862697660923, 0.9461061358451843, 0.9997237324714661)","(0.6173741221427917, 0.7537668347358704, 0.08696699142456055, 0.8154508471488953, 0.9993021488189697)","(0.6347587704658508, 0.614941418170929, 0.05972835421562195, 0.9023457765579224, 0.9991301894187927)","(0.6154893636703491, 0.7851079702377319, 0.08093589544296265, 0.8409488797187805, 0.9966822266578674)","(0.6331391930580139, 0.633985161781311, 0.0683402270078659, 0.8631001114845276, 0.9991320967674255)",31
"(0.4874904155731201, 0.5141115784645081, 0.09833460301160812, 0.9998859763145447, 0.9999780654907227)","(0.4883665144443512, 0.5079801678657532, -0.09873665124177933, 0.9998730421066284, 0.9999253749847412)","(0.5676372647285461, 0.607337474822998, 0.06103917211294174, 0.6181527972221375, 0.9999178647994995)","(0.5804902911186218, 0.5355146527290344, -0.058328546583652496, 0.9144014120101929, 0.9996631145477295)","(0.612206757068634, 0.7593826055526733, 0.031878769397735596, 0.7911686301231384, 0.9987614154815674)","(0.6359284520149231, 0.6130500435829163, 0.007726657669991255, 0.8799632787704468, 0.9982360601425171)","(0.6128033995628357, 0.7905229330062866, 0.024516351521015167, 0.8161068558692932, 0.9939040541648865)","(0.6335365772247314, 0.6373707056045532, 0.014599756337702274, 0.8432814478874207, 0.997961163520813)",31
"(0.5253777503967285, 0.461407333612442, 0.03437194600701332, 0.9999868869781494, 0.9999929666519165)","(0.5590553283691406, 0.4526367485523224, -0.034536220133304596, 0.9999878406524658, 0.9999910593032837)","(0.5703864693641663, 0.5163946747779846, 0.1040063351392746, 0.7520512938499451, 0.9998157620429993)","(0.6061850190162659, 0.49127843976020813, 0.0015699299983680248, 0.9605250358581543, 0.9998132586479187)","(0.62468421459198, 0.5486504435539246, 0.09389305114746094, 0.8395466208457947, 0.999601423740387)","(0.5964702367782593, 0.5233023166656494, 0.009551776573061943, 0.9283044934272766, 0.9996477365493774)","(0.6312804818153381, 0.5656886100769043, 0.09106877446174622, 0.9267703294754028, 0.998891294002533)","(0.5895456075668335, 0.5244163870811462, 0.011405142955482006, 0.9193456172943115, 0.9995519518852234)",32
"(0.5316166877746582, 0.46429726481437683, 0.0493711456656456, 0.9999864101409912, 0.9999992847442627)","(0.560399055480957, 0.45277640223503113, -0.04954402893781662, 0.999988317489624, 0.9999994039535522)","(0.5880863070487976, 0.5062809586524963, 0.02997029758989811, 0.7222126126289368, 0.9998434782028198)","(0.6208974719047546, 0.484342098236084, -0.1505516618490219, 0.9571800231933594, 0.9999585151672363)","(0.6230351328849792, 0.5471924543380737, -0.06514670699834824, 0.8213237524032593, 0.999882698059082)","(0.6593779921531677, 0.5578659772872925, -0.29295626282691956, 0.9301457405090332, 0.9998725652694702)","(0.6221083402633667, 0.5638250708580017, -0.07634204626083374, 0.9238497614860535, 0.9996882677078247)","(0.6578387022018433, 0.5704092979431152, -0.30732056498527527, 0.9223304986953735, 0.9997676014900208)",32
"(0.5327662229537964, 0.46321678161621094, 0.08303912729024887, 0.9999860525131226, 0.9999990463256836)","(0.5575119853019714, 0.4589088261127472, -0.08312463760375977, 0.9999868273735046, 0.9999979734420776)","(0.5866377353668213, 0.5001382231712341, 0.25941920280456543, 0.6619223952293396, 0.9999791383743286)","(0.6272552609443665, 0.48372265696525574, -0.057831231504678726, 0.9232353568077087, 0.999966025352478)","(0.6234034299850464, 0.5509775280952454, 0.35195180773735046, 0.7594394087791443, 0.9992938041687012)","(0.604416012763977, 0.466372549533844, 0.0892283245921135, 0.8455222249031067, 0.9999196529388428)","(0.6292084455490112, 0.5638335943222046, 0.35939982533454895, 0.8692963123321533, 0.9977371692657471)","(0.5860754251480103, 0.46151846647262573, 0.10754356533288956, 0.8486853241920471, 0.9999200105667114)",32
"(0.5360034704208374, 0.44529688358306885, 0.09547591954469681, 0.9999816417694092, 0.9999959468841553)","(0.5571596026420593, 0.4473107159137726, -0.09557773917913437, 0.9999801516532898, 0.999991774559021)","(0.5881574153900146, 0.49690917134284973, 0.24691499769687653, 0.6335809826850891, 0.9999104738235474)","(0.5979223847389221, 0.4495689272880554, -0.03651775047183037, 0.9099176526069641, 0.9998552799224854)","(0.6195467710494995, 0.5509122610092163, 0.3944658637046814, 0.7499618530273438, 0.9993833303451538)","(0.6290645003318787, 0.48252254724502563, 0.12965434789657593, 0.8248298764228821, 0.9995428323745728)","(0.6242384314537048, 0.5646489262580872, 0.4074535667896271, 0.8542395234107971, 0.9980358481407166)","(0.6307821869850159, 0.48930686712265015, 0.14618311822414398, 0.8201050162315369, 0.9995402097702026)",32
"(0.536956250667572, 0.43253785371780396, 0.09584017097949982, 0.9999808669090271, 0.9999977350234985)","(0.5468213558197021, 0.4374295771121979, -0.09585069119930267, 0.9999770522117615, 0.9999924898147583)","(0.5896139740943909, 0.4954294264316559, 0.254794180393219, 0.6281155347824097, 0.999982476234436)","(0.5945836305618286, 0.4500149190425873, -0.10413704812526703, 0.916354238986969, 0.9999635219573975)","(0.6185224652290344, 0.550175666809082, 0.4059012234210968, 0.7667363286018372, 0.9998903274536133)","(0.6321407556533813, 0.48173484206199646, 0.05986170470714569, 0.8367101550102234, 0.9999333620071411)","(0.6219993233680725, 0.5643188953399658, 0.4178205728530884, 0.8580747246742249, 0.9996187686920166)","(0.6372135877609253, 0.4902297854423523, 0.0748269334435463, 0.826755940914154, 0.999923825263977)",32
"(0.4752274453639984, 0.47780460119247437, 0.0918743684887886, 0.9999536275863647, 0.9999992847442627)","(0.5146855711936951, 0.4657176733016968, -0.09202572703361511, 0.9999645948410034, 0.999997615814209)","(0.5604015588760376, 0.5390209555625916, 0.2743300199508667, 0.5704090595245361, 0.9999831914901733)","(0.6045929193496704, 0.5199359655380249, -0.0010261464631184936, 0.8032222390174866, 0.9999653100967407)","(0.5923381447792053, 0.6122832894325256, 0.3996199369430542, 0.5555365085601807, 0.9998984336853027)","(0.6099940538406372, 0.630068838596344, 0.06314542144536972, 0.7561014890670776, 0.9996073842048645)","(0.5901318788528442, 0.6359573602676392, 0.4072231948375702, 0.6236754655838013, 0.9997856020927429)","(0.6041219830513, 0.6528622508049011, 0.06783121824264526, 0.7240806221961975, 0.999549925327301)",33
"(0.47839075326919556, 0.47678694128990173, 0.08912251889705658, 0.9999534487724304, 0.9999971389770508)","(0.5206882953643799, 0.4641853868961334, -0.0892939493060112, 0.9999637007713318, 0.9999954700469971)","(0.5625689029693604, 0.538666307926178, 0.23139676451683044, 0.5923673510551453, 0.9999775886535645)","(0.5875067710876465, 0.515402615070343, 0.06834884732961655, 0.820254921913147, 0.9999463558197021)","(0.6098506450653076, 0.6297184824943542, 0.2444058060646057, 0.5920413732528687, 0.9999140501022339)","(0.6357184648513794, 0.5917428731918335, 0.16632863879203796, 0.7760531306266785, 0.9998552799224854)","(0.6471598744392395, 0.6373252272605896, 0.24120678007602692, 0.6550061702728271, 0.9997552037239075)","(0.6370511651039124, 0.6120505928993225, 0.17475874722003937, 0.7464151382446289, 0.9998470544815063)",33
"(0.4874497652053833, 0.4676492214202881, 0.06253106892108917, 0.9999576210975647, 0.9999997615814209)","(0.533976674079895, 0.46230369806289673, -0.0627702847123146, 0.9999670386314392, 0.9999996423721313)","(0.5686860680580139, 0.5088667273521423, 0.2114969938993454, 0.6154789924621582, 0.9999916553497314)","(0.5770048499107361, 0.5179277062416077, -0.015030937269330025, 0.8380771279335022, 0.9999939203262329)","(0.6361055970191956, 0.5160729885101318, 0.22997057437896729, 0.6277778148651123, 0.9999881982803345)","(0.5911977887153625, 0.6283972859382629, -0.09238040447235107, 0.7981776595115662, 0.9999686479568481)","(0.6452130675315857, 0.5489553213119507, 0.22911614179611206, 0.6873297095298767, 0.999975323677063)","(0.5865861177444458, 0.6459982395172119, -0.09801090508699417, 0.7710923552513123, 0.9999407529830933)",33
"(0.4873516857624054, 0.4627644419670105, 0.06522497534751892, 0.9999614953994751, 0.9999997615814209)","(0.5311962962150574, 0.4526107907295227, -0.06555966287851334, 0.9999701380729675, 0.9999996423721313)","(0.5665087103843689, 0.5105364918708801, 0.19754169881343842, 0.6424640417098999, 0.9999896287918091)","(0.5747072696685791, 0.5242668390274048, -0.07622979581356049, 0.8542211651802063, 0.9999935626983643)","(0.6353364586830139, 0.5151728987693787, 0.25708332657814026, 0.6607744097709656, 0.9999908208847046)","(0.5888562202453613, 0.6323156356811523, -0.09278502315282822, 0.8182641267776489, 0.999976396560669)","(0.6439552307128906, 0.5485509634017944, 0.2631104290485382, 0.7161286473274231, 0.9999825954437256)","(0.5828931927680969, 0.6494970321655273, -0.09526709467172623, 0.7935587763786316, 0.9999580383300781)",33
"(0.48796743154525757, 0.45665329694747925, 0.06784634292125702, 0.9999651312828064, 0.9999998807907104)","(0.5357149243354797, 0.445343941450119, -0.068039670586586, 0.999972939491272, 0.9999996423721313)","(0.5695552825927734, 0.5071204900741577, 0.21555468440055847, 0.6701818704605103, 0.9999969005584717)","(0.584355354309082, 0.5045432448387146, -0.06153551861643791, 0.8687475919723511, 0.9999970197677612)","(0.6547821760177612, 0.5065649151802063, 0.28953757882118225, 0.6926208734512329, 0.9999943971633911)","(0.5850515961647034, 0.6284915804862976, -0.06803780049085617, 0.8363743424415588, 0.9999876022338867)","(0.6614473462104797, 0.5228078961372375, 0.2927341163158417, 0.7433850765228271, 0.9999880790710449)","(0.5785720348358154, 0.6482878923416138, -0.06765805184841156, 0.8138722777366638, 0.9999761581420898)",33
